offset,mean,median,hit_rate,n
4374,250.19447226116563,240.0,0.0,9986
4375,247.15621870618867,236.0,0.0,9986
4376,257.1756229360552,246,0.0,9993
4377,250.24594432205086,238.0,0.0,9986
4378,250.93699288790944,236,0.0,9983
4379,248.57016840417,232.0,0.0,9976
4380,247.94412736557524,236,0.0,9987
4381,253.2180360721443,240.0,0.0,9980
4382,249.7901271653149,236,0.0,9987
4383,254.33700661190142,240.0,0.0,9982
4384,247.8895680929953,234,0.0,9979
4385,264.29610337573877,248,0.0,9983
4386,268.1032270996192,254.0,0.0,9978
4387,251.18614198457996,240,0.0,9987
4388,263.87602643701183,250.0,0.0,9986
4389,249.72255029526573,240,0.0,9991
4390,260.53340010015023,244,0.0,9985
4391,253.3539725478409,240,0.0,9981
4392,252.73631542079457,244,0.0,9993
4393,256.7351881505204,246.0,0.0,9992
4394,255.80082156096583,246,0.0,9981
4395,253.90058127881338,240.0,0.0,9978
4396,260.5286158163777,246,0.0,9977
4397,258.70208500400963,248.0,0.0,9976
4398,247.25090252707582,230.0,0.0,9972
4399,242.54973454873286,232,0.0,9983
4400,242.53657560292206,232,0.0,9993
4401,259.116050866126,248,0.0,9987
4402,258.7156018425796,248.0,0.0,9986
4403,260.763374073332,246.0,0.0,9982
4404,266.86192049664567,252,0.0,9987
4405,255.08148742106846,236,0.0,9977
4406,264.3840144230769,252.0,0.0,9984
4407,268.92421663830214,254,0.0,9989
4408,249.23207849419302,240.0,0.0,9988
4409,246.28891780959054,230,0.0,9989
4410,249.29706442240257,240,0.0,9981
4411,257.03518091610704,230,0.0,9977
4412,252.28161668839635,236,0.0,9971
4413,260.7118813864957,246.0,0.0,9982
4414,248.98807973555043,242,0.0,9983
4415,246.18833183228259,236,0.0,9993
4416,250.56582633053222,244.0,0.0,9996
4417,262.72341277788905,254.0,0.0,9986
4418,256.3380056067281,248.0,0.0,9988
4419,251.70443843302274,240,0.0,9981
4420,254.12620192307693,242.0,0.0,9984
4421,261.6024060150376,246,0.0,9975
4422,241.12546310203265,228,0.0,9987
4423,258.1323455801382,246,0.0,9989
4424,252.6296370563465,236.0,0.0,9974
4425,260.53392123459264,248,0.0,9979
4426,239.27684294871796,232.0,0.0,9984
4427,246.48888888888888,236.0,0.0,9990
4428,241.82801081189308,230,0.0,9989
4429,263.44404404404406,252.0,0.0,9990
4430,256.385423966363,246,0.0,9989
4431,248.47847847847848,236.0,0.0,9990
4432,249.7693231878254,240.0,0.0,9988
4433,235.71525830997197,230.0,0.0,9988
4434,241.7574302011408,236,0.0,9993
4435,241.34548002803083,228,0.0,9989
4436,234.96536536536536,228.0,0.0,9990
4437,241.74050696323013,230,0.0,9981
4438,242.03346358080353,230,0.00010019036168720569,9981
4439,264.1059708981435,248,0.0,9965
4440,249.68198658255733,236,0.0,9987
4441,254.7639751552795,244.0,0.0,9982
4442,244.83331664831314,236,0.0,9989
4443,258.49554509960956,248,0.0,9989
4444,237.20784941930316,228.0,0.0,9988
4445,245.94254254254255,236.0,0.0,9990
4446,249.4889646869984,236.0,0.0,9968
4447,247.24759615384616,236.0,0.0,9984
4448,247.42839987991593,240,0.0,9993
4449,250.7865865865866,240.0,0.0,9990
4450,247.85888710968774,240.0,0.0,9992
4451,242.97137710168136,234.0,0.0,9992
4452,241.2673545026545,230,0.0,9983
4453,265.245520968872,252,0.0,9991
4454,237.95172759138708,230,0.0,9985
4455,244.69162995594715,232.0,0.0,9988
4456,253.22324649298596,240.0,0.0,9980
4457,247.40648778534242,236.0,0.0,9988
